Domain,Country,Element,Item,Year,Unit,Value
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Roots, Other",1996,kg,0.07
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Roots, Other",1997,kg,0.08
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Roots, Other",1998,kg,0.04
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Roots, Other",1999,kg,0.01
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Roots, Other",2000,kg,0.01
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,1992,kg,1.25
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,1993,kg,1.02
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,1994,kg,0.81
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,1995,kg,0.84
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,1996,kg,0.82
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,1997,kg,0.95
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,1998,kg,0.78
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,1999,kg,0.81
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Rye and products,2000,kg,0.42
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,1992,kg,0.02
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,1993,kg,0.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,1994,kg,0.04
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,1995,kg,0.04
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,1996,kg,0.04
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,1997,kg,0.04
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,1998,kg,0.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,1999,kg,0.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesame seed,2000,kg,0.04
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,1992,kg,0.13
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,1993,kg,0.11
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,1994,kg,0.13
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,1995,kg,0.12
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,1996,kg,0.15
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,1997,kg,0.12
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,1998,kg,0.13
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,1999,kg,0.18
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sesameseed Oil,2000,kg,0.2
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,1992,kg,2.71
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,1993,kg,2.74
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,1994,kg,2.7
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,1995,kg,2.23
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,1996,kg,2.12
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,1997,kg,1.78
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,1998,kg,1.87
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,1999,kg,1.89
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabean Oil,2000,kg,1.43
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,1992,kg,0.09
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,1993,kg,0.09
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,1994,kg,0.11
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,1995,kg,0.12
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,1996,kg,0.12
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,1997,kg,0.13
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,1998,kg,0.12
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,1999,kg,0.12
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Soyabeans,2000,kg,0.15
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",1992,kg,0.06
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",1993,kg,0.07
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",1994,kg,0.06
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",1995,kg,0.07
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",1996,kg,0.08
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",1997,kg,0.08
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",1998,kg,0.11
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",1999,kg,0.12
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Spices, Other",2000,kg,0.11
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1992,kg,46.98
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1993,kg,41.77
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1994,kg,41.06
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1995,kg,43.41
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1996,kg,42.76
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1997,kg,44.98
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1998,kg,44.29
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),1999,kg,40.5
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sugar (Raw Equivalent),2000,kg,40.98
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1992,kg,50.01
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1993,kg,45.63
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1994,kg,44.83
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1995,kg,47.18
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1996,kg,45.22
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1997,kg,48.68
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1998,kg,48.11
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",1999,kg,44.94
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Raw Equivalent",2000,kg,46.25
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1992,kg,43.22
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1993,kg,38.43
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1994,kg,37.78
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1995,kg,39.94
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1996,kg,39.34
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1997,kg,41.38
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1998,kg,40.75
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",1999,kg,37.26
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sugar, Refined Equiv",2000,kg,37.71
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,1992,kg,0.02
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,1993,kg,0.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,1994,kg,0.05
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,1995,kg,0.04
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,1996,kg,0.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,1997,kg,0.04
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,1998,kg,0.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,1999,kg,0.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflower seed,2000,kg,0.02
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1992,kg,2.64
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1993,kg,2.22
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1994,kg,2.08
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1995,kg,1.34
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1996,kg,1.74
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1997,kg,1.78
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1998,kg,1.99
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,1999,kg,2.22
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sunflowerseed Oil,2000,kg,2.52
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,1992,kg,1.11
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,1993,kg,1.23
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,1994,kg,1.43
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,1995,kg,1.43
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,1996,kg,1.4
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,1997,kg,1.25
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,1998,kg,1.24
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,1999,kg,1.54
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Sweet potatoes,2000,kg,1.72
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1992,kg,3.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1993,kg,3.86
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1994,kg,3.77
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1995,kg,3.77
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1996,kg,2.46
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1997,kg,3.69
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1998,kg,3.82
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",1999,kg,4.44
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Sweeteners, Other",2000,kg,5.27
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),1992,kg,1.03
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),1993,kg,0.99
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),1994,kg,1.0
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),1995,kg,0.79
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),1996,kg,0.87
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),1997,kg,0.86
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),1998,kg,0.9
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),1999,kg,0.79
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tea (including mate),2000,kg,0.82
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,1992,kg,19.83
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,1993,kg,17.61
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,1994,kg,25.64
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,1995,kg,22.93
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,1996,kg,22.64
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,1997,kg,22.88
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,1998,kg,21.66
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,1999,kg,22.8
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Tomatoes and products,2000,kg,24.28
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",1992,kg,59.86
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",1993,kg,62.82
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",1994,kg,74.62
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",1995,kg,76.92
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",1996,kg,78.46
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",1997,kg,70.37
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",1998,kg,69.39
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",1999,kg,67.75
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),"Vegetables, Other",2000,kg,70.81
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,1992,kg,69.87
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,1993,kg,71.62
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,1994,kg,74.94
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,1995,kg,78.39
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,1996,kg,75.87
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,1997,kg,75.78
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,1998,kg,72.55
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,1999,kg,72.64
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wheat and products,2000,kg,68.86
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,1992,kg,17.51
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,1993,kg,16.86
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,1994,kg,16.58
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,1995,kg,16.46
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,1996,kg,16.55
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,1997,kg,17.33
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,1998,kg,17.88
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,1999,kg,18.05
Food Supply - Crops Primary Equivalent,Australia & New Zealand,Food supply quantity (kg/capita/yr),Wine,2000,kg,18.67
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,1992,kg,1.78
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,1993,kg,2.38
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,1994,kg,2.01
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,1995,kg,1.63
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,1996,kg,1.72
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,1997,kg,2.33
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,1998,kg,2.39
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,1999,kg,1.81
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Apples and products,2000,kg,1.19
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,1992,kg,12.04
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,1993,kg,14.24
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,1994,kg,12.38
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,1995,kg,11.1
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,1996,kg,11.19
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,1997,kg,10.4
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,1998,kg,9.0
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,1999,kg,9.07
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Bananas,2000,kg,9.25
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,1992,kg,0.17
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,1993,kg,0.25
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,1994,kg,0.43
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,1995,kg,0.35
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,1996,kg,0.78
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,1997,kg,0.76
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,1998,kg,1.1
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,1999,kg,1.65
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Barley and products,2000,kg,0.48
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,1992,kg,0.0
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,1993,kg,0.0
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,1994,kg,0.0
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,1995,kg,0.0
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,1996,kg,0.0
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,1997,kg,0.1
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,1998,kg,0.1
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,1999,kg,0.13
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beans,2000,kg,0.32
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,1992,kg,21.05
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,1993,kg,19.85
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,1994,kg,17.35
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,1995,kg,18.87
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,1996,kg,18.08
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,1997,kg,20.25
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,1998,kg,19.93
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,1999,kg,19.61
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),Beer,2000,kg,17.73
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1992,kg,0.36
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1993,kg,0.36
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1994,kg,0.3
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1995,kg,0.32
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1996,kg,0.58
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1997,kg,0.6
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1998,kg,0.53
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",1999,kg,0.58
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Alcoholic",2000,kg,0.74
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1992,kg,0.06
Food Supply - Crops Primary Equivalent,Melanesia,Food supply quantity (kg/capita/yr),"Beverages, Fermented",1993,kg,0.05
