Domain,Country,Element,Item,Year,Unit,Value
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cheese,1994,kg,11.78
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cheese,1995,kg,11.66
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cheese,1996,kg,12.29
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cheese,1997,kg,12.16
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cheese,1998,kg,13.4
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cheese,1999,kg,13.7
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cheese,2000,kg,13.72
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,1992,kg,1.68
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,1993,kg,1.88
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,1994,kg,2.09
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,1995,kg,1.93
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,1996,kg,1.88
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,1997,kg,1.97
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,1998,kg,2.17
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,1999,kg,2.28
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Cream,2000,kg,2.28
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,1992,kg,2.05
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,1993,kg,1.95
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,1994,kg,2.15
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,1995,kg,1.84
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,1996,kg,2.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,1997,kg,1.96
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,1998,kg,2.27
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,1999,kg,2.12
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Crustaceans,2000,kg,2.02
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,1992,kg,9.39
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,1993,kg,9.78
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,1994,kg,10.16
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,1995,kg,9.72
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,1996,kg,10.61
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,1997,kg,10.16
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,1998,kg,10.15
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,1999,kg,9.92
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Demersal Fish,2000,kg,9.08
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,1992,kg,11.72
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,1993,kg,11.09
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,1994,kg,11.34
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,1995,kg,11.32
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,1996,kg,11.24
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,1997,kg,11.43
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,1998,kg,11.18
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,1999,kg,10.98
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Eggs,2000,kg,11.58
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1992,kg,4.92
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1993,kg,4.69
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1994,kg,4.73
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1995,kg,4.76
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1996,kg,4.69
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1997,kg,4.72
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1998,kg,4.54
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",1999,kg,4.88
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fats, Animals, Raw",2000,kg,4.75
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1992,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Body Oil",2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1992,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1993,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1994,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1995,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1996,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1997,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",1999,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Fish, Liver Oil",2000,kg,0.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,1992,kg,1.13
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,1993,kg,1.17
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,1994,kg,1.21
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,1995,kg,1.21
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,1996,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,1997,kg,1.34
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,1998,kg,1.57
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,1999,kg,1.33
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Freshwater Fish,2000,kg,1.5
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,1992,kg,0.57
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,1993,kg,0.58
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,1994,kg,0.54
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,1995,kg,0.56
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,1996,kg,0.54
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,1997,kg,0.54
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,1998,kg,0.58
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,1999,kg,0.59
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Honey,2000,kg,0.57
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1992,kg,2.08
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1993,kg,1.74
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1994,kg,1.99
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1995,kg,1.85
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1996,kg,1.79
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1997,kg,1.4
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1998,kg,1.79
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",1999,kg,1.61
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Marine Fish, Other",2000,kg,1.43
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",1992,kg,3.21
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",1993,kg,3.27
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",1994,kg,3.28
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",1995,kg,3.31
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",1996,kg,3.52
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",1997,kg,3.48
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",1998,kg,3.54
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",1999,kg,3.36
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Meat, Other",2000,kg,3.39
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1992,kg,198.69
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1993,kg,198.14
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1994,kg,201.45
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1995,kg,199.02
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1996,kg,208.25
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1997,kg,204.9
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1998,kg,220.06
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,1999,kg,218.57
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Milk - Excluding Butter,2000,kg,217.53
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",1992,kg,74.69
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",1993,kg,74.62
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",1994,kg,77.92
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",1995,kg,77.96
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",1996,kg,80.31
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",1997,kg,75.04
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",1998,kg,78.85
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",1999,kg,82.91
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Milk, Whole",2000,kg,77.34
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",1992,kg,2.76
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",1993,kg,2.44
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",1994,kg,2.69
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",1995,kg,3.47
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",1996,kg,3.2
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",1997,kg,3.36
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",1998,kg,4.03
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",1999,kg,3.99
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Molluscs, Other",2000,kg,3.98
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1992,kg,4.15
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1993,kg,4.11
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1994,kg,4.19
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1995,kg,4.12
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1996,kg,4.05
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1997,kg,3.99
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1998,kg,4.01
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,1999,kg,3.94
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Mutton & Goat Meat,2000,kg,3.85
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",1992,kg,4.19
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",1993,kg,4.15
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",1994,kg,4.13
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",1995,kg,4.2
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",1996,kg,4.19
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",1997,kg,4.14
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",1998,kg,4.33
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",1999,kg,4.43
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),"Offals, Edible",2000,kg,4.36
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,1992,kg,4.6
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,1993,kg,5.78
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,1994,kg,5.7
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,1995,kg,5.81
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,1996,kg,5.45
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,1997,kg,5.11
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,1998,kg,5.57
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,1999,kg,5.55
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pelagic Fish,2000,kg,5.74
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,1992,kg,36.05
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,1993,kg,37.31
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,1994,kg,37.66
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,1995,kg,38.17
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,1996,kg,39.98
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,1997,kg,39.88
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,1998,kg,43.13
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,1999,kg,43.77
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Pigmeat,2000,kg,43.86
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,1992,kg,18.06
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,1993,kg,17.98
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,1994,kg,18.39
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,1995,kg,18.64
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,1996,kg,18.74
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,1997,kg,18.6
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,1998,kg,19.58
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,1999,kg,19.06
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Poultry Meat,2000,kg,19.04
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Southern Europe,Food supply quantity (kg/capita/yr),Whey,2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1992,kg,0.02
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1993,kg,0.03
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1994,kg,0.03
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1995,kg,0.02
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1996,kg,0.03
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1997,kg,0.03
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1998,kg,0.03
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",1999,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),"Aquatic Animals, Others",2000,kg,0.04
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,1992,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,1993,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,1994,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,1995,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,1996,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,1997,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,1998,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,1999,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Aquatic Plants,2000,kg,0.0
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Bovine Meat,1992,kg,23.7
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Bovine Meat,1993,kg,21.49
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Bovine Meat,1994,kg,20.51
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Bovine Meat,1995,kg,20.88
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Bovine Meat,1996,kg,21.13
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Bovine Meat,1997,kg,19.99
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Bovine Meat,1998,kg,20.05
Food Supply - Livestock and Fish Primary Equivalent,Western Europe,Food supply quantity (kg/capita/yr),Bovine Meat,1999,kg,18.5
